参数组合,参数结果,综合得分
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 53, '调整正确率(%)': '56.25', '预计平均亏损改善(%)': '2.2177'}",381.1
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 57, '调整正确率(%)': '54.41', '预计平均亏损改善(%)': '2.1427'}",381.1
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 48, '调整正确率(%)': '55.05', '预计平均亏损改善(%)': '2.5531'}",380.7
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 68, '调整正确率(%)': '54.15', '预计平均亏损改善(%)': '1.6121'}",380.5
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 55, '调整正确率(%)': '57.69', '预计平均亏损改善(%)': '1.9909'}",380.2
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 63, '调整正确率(%)': '57.26', '预计平均亏损改善(%)': '1.6019'}",379.6
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 56, '调整正确率(%)': '59.36', '预计平均亏损改善(%)': '1.8016'}",379.4
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 52, '调整正确率(%)': '55.56', '预计平均亏损改善(%)': '2.2572'}",378.7
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 54, '调整正确率(%)': '61.54', '预计平均亏损改善(%)': '1.7324'}",378.6
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 59, '调整正确率(%)': '59.39', '预计平均亏损改善(%)': '1.6116'}",378.1
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 55, '调整正确率(%)': '55.06', '预计平均亏损改善(%)': '2.1203'}",378.0
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 59, '调整正确率(%)': '56.92', '预计平均亏损改善(%)': '1.7829'}",377.9
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 67, '调整正确率(%)': '53.77', '预计平均亏损改善(%)': '1.6221'}",377.9
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 66, '调整正确率(%)': '54.75', '预计平均亏损改善(%)': '1.5965'}",377.9
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 14, '调整正确率(%)': '65.96', '预计平均亏损改善(%)': '2.8340'}",377.8
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 14, '调整正确率(%)': '65.96', '预计平均亏损改善(%)': '2.8340'}",377.8
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 14, '调整正确率(%)': '65.96', '预计平均亏损改善(%)': '2.8340'}",377.8
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 53, '调整正确率(%)': '54.00', '预计平均亏损改善(%)': '2.2900'}",377.7
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 46, '调整正确率(%)': '59.15', '预计平均亏损改善(%)': '2.2798'}",376.5
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 56, '调整正确率(%)': '53.16', '预计平均亏损改善(%)': '2.1571'}",376.1
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 46, '调整正确率(%)': '64.23', '预计平均亏损改善(%)': '1.9151'}",375.7
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 34, '调整正确率(%)': '64.66', '预计平均亏损改善(%)': '2.5947'}",375.3
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 43, '调整正确率(%)': '58.52', '预计平均亏损改善(%)': '2.4551'}",375.2
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 63, '调整正确率(%)': '54.89', '预计平均亏损改善(%)': '1.6583'}",374.9
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 55, '调整正确率(%)': '60.22', '预计平均亏损改善(%)': '1.6707'}",374.5
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 43, '调整正确率(%)': '56.49', '预计平均亏损改善(%)': '2.5719'}",374.4
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 50, '调整正确率(%)': '57.07', '预计平均亏损改善(%)': '2.1463'}",374.2
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 44, '调整正确率(%)': '60.90', '预计平均亏损改善(%)': '2.2150'}",374.2
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 43, '调整正确率(%)': '60.54', '预计平均亏损改善(%)': '2.2941'}",374.1
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 52, '调整正确率(%)': '59.09', '预计平均亏损改善(%)': '1.8934'}",373.9
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 52, '调整正确率(%)': '60.37', '预计平均亏损改善(%)': '1.7990'}",373.7
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 40, '调整正确率(%)': '62.96', '预计平均亏损改善(%)': '2.2910'}",373.4
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 16, '调整正确率(%)': '66.67', '预计平均亏损改善(%)': '2.6734'}",373.2
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 53, '调整正确率(%)': '59.90', '预计平均亏损改善(%)': '1.7657'}",373.2
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 58, '调整正确率(%)': '55.12', '预计平均亏损改善(%)': '1.8437'}",373.2
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 62, '调整正确率(%)': '54.91', '预计平均亏损改善(%)': '1.6590'}",373.1
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 42, '调整正确率(%)': '58.33', '预计平均亏损改善(%)': '2.4678'}",372.9
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 45, '调整正确率(%)': '55.11', '预计平均亏损改善(%)': '2.5134'}",372.8
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 36, '调整正确率(%)': '60.36', '预计平均亏损改善(%)': '2.6684'}",372.2
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 44, '调整正确率(%)': '68.48', '预计平均亏损改善(%)': '1.6243'}",370.8
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 57, '调整正确率(%)': '50.97', '预计平均亏损改善(%)': '2.1279'}",370.7
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 52, '调整正确率(%)': '58.93', '预计平均亏损改善(%)': '1.8195'}",370.5
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 43, '调整正确率(%)': '57.89', '预计平均亏损改善(%)': '2.3794'}",370.5
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 61, '调整正确率(%)': '52.34', '预计平均亏损改善(%)': '1.8138'}",369.9
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 50, '调整正确率(%)': '52.11', '预计平均亏损改善(%)': '2.3683'}",369.5
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 62, '调整正确率(%)': '54.48', '预计平均亏损改善(%)': '1.5944'}",369.2
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 49, '调整正确率(%)': '54.09', '预计平均亏损改善(%)': '2.2757'}",369.1
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 18, '调整正确率(%)': '66.67', '预计平均亏损改善(%)': '2.5689'}",369.0
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 18, '调整正确率(%)': '66.67', '预计平均亏损改善(%)': '2.5689'}",369.0
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 18, '调整正确率(%)': '66.67', '预计平均亏损改善(%)': '2.5689'}",369.0
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 50, '调整正确率(%)': '61.76', '预计平均亏损改善(%)': '1.6911'}",368.9
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 30, '调整正确率(%)': '67.02', '预计平均亏损改善(%)': '2.5456'}",368.9
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 37, '调整正确率(%)': '64.66', '预计平均亏损改善(%)': '2.2311'}",368.2
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 47, '调整正确率(%)': '54.63', '预计平均亏损改善(%)': '2.3093'}",367.7
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 38, '调整正确率(%)': '61.34', '预计平均亏损改善(%)': '2.3648'}",367.4
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 38, '调整正确率(%)': '61.34', '预计平均亏损改善(%)': '2.3648'}",367.4
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 62, '调整正确率(%)': '53.67', '预计平均亏损改善(%)': '1.6010'}",367.2
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 49, '调整正确率(%)': '61.68', '预计平均亏损改善(%)': '1.6954'}",366.7
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 28, '调整正确率(%)': '62.96', '预计平均亏损改善(%)': '2.7405'}",366.6
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 51, '调整正确率(%)': '54.02', '预计平均亏损改善(%)': '2.1105'}",366.5
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 60, '调整正确率(%)': '55.09', '预计平均亏损改善(%)': '1.5783'}",366.4
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 57, '调整正确率(%)': '50.83', '预计平均亏损改善(%)': '2.0295'}",366.4
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 31, '调整正确率(%)': '62.22', '预计平均亏损改善(%)': '2.7143'}",366.3
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 57, '调整正确率(%)': '56.32', '预计平均亏损改善(%)': '1.6215'}",365.7
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 55, '调整正确率(%)': '58.10', '预计平均亏损改善(%)': '1.6001'}",365.7
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 55, '调整正确率(%)': '54.17', '预计平均亏损改善(%)': '1.8729'}",365.6
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 48, '调整正确率(%)': '56.42', '预计平均亏损改善(%)': '2.0829'}",365.6
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 46, '调整正确率(%)': '56.32', '预计平均亏损改善(%)': '2.1848'}",365.1
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 46, '调整正确率(%)': '62.94', '预计平均亏损改善(%)': '1.7385'}",365.1
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 21, '调整正确率(%)': '62.50', '预计平均亏损改善(%)': '2.7300'}",365.0
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 18, '调整正确率(%)': '65.00', '预计平均亏损改善(%)': '2.5680'}",364.8
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 44, '调整正确率(%)': '54.19', '预计平均亏损改善(%)': '2.4271'}",364.7
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 38, '调整正确率(%)': '58.12', '预计平均亏损改善(%)': '2.5039'}",364.6
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 30, '调整正确率(%)': '62.07', '预计平均亏损改善(%)': '2.7421'}",364.4
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 43, '调整正确率(%)': '62.42', '预计平均亏损改善(%)': '1.9241'}",364.3
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 57, '调整正确率(%)': '55.26', '预计平均亏损改善(%)': '1.6463'}",363.6
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 47, '调整正确率(%)': '57.46', '预计平均亏损改善(%)': '2.0065'}",363.2
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 49, '调整正确率(%)': '54.76', '预计平均亏损改善(%)': '2.0823'}",363.2
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 62, '调整正确率(%)': '52.55', '预计平均亏损改善(%)': '1.5839'}",363.2
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 46, '调整正确率(%)': '61.49', '预计平均亏损改善(%)': '1.7734'}",362.6
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 55, '调整正确率(%)': '56.18', '预计平均亏损改善(%)': '1.6422'}",362.0
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 50, '调整正确率(%)': '59.01', '预计平均亏损改善(%)': '1.7071'}",362.0
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 61, '调整正确率(%)': '52.21', '预计平均亏损改善(%)': '1.6160'}",361.6
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 39, '调整正确率(%)': '61.15', '预计平均亏损改善(%)': '2.1637'}",361.2
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 40, '调整正确率(%)': '56.08', '预计平均亏损改善(%)': '2.4335'}",361.0
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 53, '调整正确率(%)': '57.77', '预计平均亏损改善(%)': '1.6000'}",360.6
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 56, '调整正确率(%)': '50.64', '预计平均亏损改善(%)': '1.9430'}",360.4
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 55, '调整正确率(%)': '57.69', '预计平均亏损改善(%)': '1.4932'}",360.3
